difficulty,rank,family,items,packages,enchantment,present,prevalence,medianPresent,medianAll,min,max
NORMAL,BOSS,SHIELDS,10,6,THORNS,3,0.3,5,0.0,1,5
NORMAL,BOSS,SHIELDS,10,6,UNBREAKING,9,0.9,4,4.0,3,6
NORMAL,BOSS,SHIELDS,10,6,VANISHING_CURSE,1,0.1,3,0.0,3,3
NORMAL,BOSS,SPEARS,22,13,FIRE_ASPECT,1,0.0455,1,0.0,1,1
NORMAL,BOSS,SPEARS,22,13,IMPALING,22,1.0,4.0,4.0,3,6
NORMAL,BOSS,SPEARS,22,13,LOYALTY,2,0.0909,1.0,0.0,1,1
NORMAL,BOSS,SPEARS,22,13,MENDING,2,0.0909,1.0,0.0,1,1
NORMAL,BOSS,SPEARS,22,13,PIERCING,8,0.3636,2.0,0.0,2,3
NORMAL,BOSS,SPEARS,22,13,PROTECTION,1,0.0455,2,0.0,2,2
NORMAL,BOSS,SPEARS,22,13,SHARPNESS,19,0.8636,4,3.5,2,6
NORMAL,BOSS,SPEARS,22,13,SMITE,3,0.1364,3,0.0,2,3
NORMAL,BOSS,SPEARS,22,13,UNBREAKING,18,0.8182,3.0,3.0,1,5
NORMAL,BOSS,SWORDS,19,10,BANE_OF_ARTHROPODS,10,0.5263,4.0,3,3,5
NORMAL,BOSS,SWORDS,19,10,FIRE_ASPECT,4,0.2105,1.0,0,1,3
NORMAL,BOSS,SWORDS,19,10,HUNTER,1,0.0526,1,0,1,1
NORMAL,BOSS,SWORDS,19,10,KNOCKBACK,5,0.2632,2,0,1,2
NORMAL,BOSS,SWORDS,19,10,LOOTING,2,0.1053,2.5,0,2,3
NORMAL,BOSS,SWORDS,19,10,LOUD_STRIKES,1,0.0526,1,0,1,1
NORMAL,BOSS,SWORDS,19,10,MENDING,1,0.0526,1,0,1,1
NORMAL,BOSS,SWORDS,19,10,PROTECTION,2,0.1053,2.0,0,2,2
NORMAL,BOSS,SWORDS,19,10,SHARPNESS,19,1.0,5,5,1,6
NORMAL,BOSS,SWORDS,19,10,SMITE,16,0.8421,4.0,4,1,7
NORMAL,BOSS,SWORDS,19,10,SWEEPING_EDGE,5,0.2632,1,0,1,3
NORMAL,BOSS,SWORDS,19,10,UNBREAKING,13,0.6842,3,2,1,4
NORMAL,BOSS,TRIDENTS,4,3,BANE_OF_ARTHROPODS,1,0.25,1,0.0,1,1
NORMAL,BOSS,TRIDENTS,4,3,CHANNELING,1,0.25,1,0.0,1,1
NORMAL,BOSS,TRIDENTS,4,3,IMPALING,2,0.5,4.0,1.5,3,5
NORMAL,BOSS,TRIDENTS,4,3,LOUD_STRIKES,1,0.25,1,0.0,1,1
NORMAL,BOSS,TRIDENTS,4,3,LOYALTY,4,1.0,2.0,2.0,1,6
NORMAL,BOSS,TRIDENTS,4,3,MENDING,2,0.5,1.0,0.5,1,1
NORMAL,BOSS,TRIDENTS,4,3,PIERCING,1,0.25,1,0.0,1,1
NORMAL,BOSS,TRIDENTS,4,3,PROJECTILE_PROTECTION,1,0.25,3,0.0,3,3
NORMAL,BOSS,TRIDENTS,4,3,PROTECTION,1,0.25,4,0.0,4,4
NORMAL,BOSS,TRIDENTS,4,3,RIPTIDE,1,0.25,2,0.0,2,2
NORMAL,BOSS,TRIDENTS,4,3,SHARPNESS,2,0.5,4.5,2.0,4,5
NORMAL,BOSS,TRIDENTS,4,3,SMITE,2,0.5,2.0,0.5,1,3
NORMAL,BOSS,TRIDENTS,4,3,UNBREAKING,3,0.75,1,1.0,1,2
NORMAL,MINIBOSS,AXES,11,5,EFFICIENCY,1,0.0909,2,0,2,2
NORMAL,MINIBOSS,AXES,11,5,FIRE_ASPECT,1,0.0909,2,0,2,2
NORMAL,MINIBOSS,AXES,11,5,FIRE_PROTECTION,1,0.0909,2,0,2,2
NORMAL,MINIBOSS,AXES,11,5,FORTUNE,1,0.0909,5,0,5,5
NORMAL,MINIBOSS,AXES,11,5,KNOCKBACK,1,0.0909,1,0,1,1
NORMAL,MINIBOSS,AXES,11,5,LOUD_STRIKES,2,0.1818,1.0,0,1,1
NORMAL,MINIBOSS,AXES,11,5,PROJECTILE_PROTECTION,1,0.0909,2,0,2,2
NORMAL,MINIBOSS,AXES,11,5,PROTECTION,3,0.2727,3,0,1,4
NORMAL,MINIBOSS,AXES,11,5,SHARPNESS,8,0.7273,3.0,1,1,7
NORMAL,MINIBOSS,AXES,11,5,SMITE,4,0.3636,3.5,0,2,4
NORMAL,MINIBOSS,AXES,11,5,UNBREAKING,6,0.5455,2.0,1,1,5
NORMAL,MINIBOSS,BOOTS,35,9,BANE_OF_ARTHROPODS,2,0.0571,2.5,0,2,3
NORMAL,MINIBOSS,BOOTS,35,9,BINDING_CURSE,2,0.0571,4.5,0,2,7
NORMAL,MINIBOSS,BOOTS,35,9,BLAST_PROTECTION,7,0.2,3,0,1,7
NORMAL,MINIBOSS,BOOTS,35,9,FEATHER_FALLING,8,0.2286,3.5,0,1,7
NORMAL,MINIBOSS,BOOTS,35,9,FIRE_PROTECTION,7,0.2,3,0,1,5
NORMAL,MINIBOSS,BOOTS,35,9,FROST_WALKER,5,0.1429,1,0,1,3
NORMAL,MINIBOSS,BOOTS,35,9,HUNTER,2,0.0571,1.5,0,1,2
NORMAL,MINIBOSS,BOOTS,35,9,LOUD_STRIKES,5,0.1429,1,0,1,1
NORMAL,MINIBOSS,BOOTS,35,9,MENDING,2,0.0571,2.0,0,1,3
NORMAL,MINIBOSS,BOOTS,35,9,PROJECTILE_PROTECTION,10,0.2857,2.0,0,1,7
NORMAL,MINIBOSS,BOOTS,35,9,PROTECTION,27,0.7714,3,2,1,7
NORMAL,MINIBOSS,BOOTS,35,9,SHARPNESS,9,0.2571,3,0,1,4
NORMAL,MINIBOSS,BOOTS,35,9,SMITE,6,0.1714,3.0,0,1,4
NORMAL,MINIBOSS,BOOTS,35,9,THORNS,3,0.0857,5,0,1,7
NORMAL,MINIBOSS,BOOTS,35,9,UNBREAKING,14,0.4,2.0,0,1,4
NORMAL,MINIBOSS,BOOTS,35,9,VANISHING_CURSE,1,0.0286,7,0,7,7
NORMAL,MINIBOSS,BOWS,12,5,FLAME,6,0.5,1.0,0.5,1,5
NORMAL,MINIBOSS,BOWS,12,5,INFINITY,4,0.3333,3.0,0.0,1,5
NORMAL,MINIBOSS,BOWS,12,5,LOUD_STRIKES,2,0.1667,1.0,0.0,1,1
NORMAL,MINIBOSS,BOWS,12,5,POWER,9,0.75,3,1.5,1,7
NORMAL,MINIBOSS,BOWS,12,5,PROTECTION,1,0.0833,2,0.0,2,2
NORMAL,MINIBOSS,BOWS,12,5,PUNCH,4,0.3333,2.5,0.0,1,3
NORMAL,MINIBOSS,BOWS,12,5,SHARPNESS,1,0.0833,2,0.0,2,2
NORMAL,MINIBOSS,BOWS,12,5,SMITE,1,0.0833,4,0.0,4,4
NORMAL,MINIBOSS,BOWS,12,5,UNBREAKING,7,0.5833,2,1.0,1,3
NORMAL,MINIBOSS,CHESTPLATES,36,8,BANE_OF_ARTHROPODS,1,0.0278,2,0.0,2,2
NORMAL,MINIBOSS,CHESTPLATES,36,8,BINDING_CURSE,1,0.0278,2,0.0,2,2
NORMAL,MINIBOSS,CHESTPLATES,36,8,BLAST_PROTECTION,12,0.3333,3.0,0.0,2,4
NORMAL,MINIBOSS,CHESTPLATES,36,8,FEATHER_FALLING,3,0.0833,4,0.0,4,7
NORMAL,MINIBOSS,CHESTPLATES,36,8,FIRE_PROTECTION,12,0.3333,2.5,0.0,1,7
NORMAL,MINIBOSS,CHESTPLATES,36,8,LOUD_STRIKES,6,0.1667,1.0,0.0,1,1
NORMAL,MINIBOSS,CHESTPLATES,36,8,MENDING,1,0.0278,1,0.0,1,1
NORMAL,MINIBOSS,CHESTPLATES,36,8,PROJECTILE_PROTECTION,18,0.5,2.5,0.5,1,7
NORMAL,MINIBOSS,CHESTPLATES,36,8,PROTECTION,34,0.9444,3.0,3.0,1,8
NORMAL,MINIBOSS,CHESTPLATES,36,8,SHARPNESS,7,0.1944,3,0.0,1,4
NORMAL,MINIBOSS,CHESTPLATES,36,8,SMITE,3,0.0833,3,0.0,2,3
NORMAL,MINIBOSS,CHESTPLATES,36,8,THORNS,11,0.3056,3,0.0,1,7
NORMAL,MINIBOSS,CHESTPLATES,36,8,UNBREAKING,16,0.4444,2.0,0.0,1,5
NORMAL,MINIBOSS,CHESTPLATES,36,8,VANISHING_CURSE,2,0.0556,5.0,0.0,3,7
NORMAL,MINIBOSS,CROSSBOWS,8,4,FLAME,1,0.125,1,0.0,1,1
NORMAL,MINIBOSS,CROSSBOWS,8,4,INFINITY,1,0.125,1,0.0,1,1
NORMAL,MINIBOSS,CROSSBOWS,8,4,LOUD_STRIKES,1,0.125,1,0.0,1,1
NORMAL,MINIBOSS,CROSSBOWS,8,4,MULTISHOT,5,0.625,2,1.0,1,3
NORMAL,MINIBOSS,CROSSBOWS,8,4,PIERCING,7,0.875,2,2.0,1,7
NORMAL,MINIBOSS,CROSSBOWS,8,4,POWER,2,0.25,1.0,0.0,1,1
NORMAL,MINIBOSS,CROSSBOWS,8,4,PROTECTION,1,0.125,4,0.0,4,4
NORMAL,MINIBOSS,CROSSBOWS,8,4,QUICK_CHARGE,5,0.625,2,1.0,1,2
NORMAL,MINIBOSS,CROSSBOWS,8,4,UNBREAKING,5,0.625,2,1.0,1,3
NORMAL,MINIBOSS,HELMETS,35,8,AQUA_AFFINITY,1,0.0286,1,0,1,1
NORMAL,MINIBOSS,HELMETS,35,8,BANE_OF_ARTHROPODS,3,0.0857,2,0,2,3
NORMAL,MINIBOSS,HELMETS,35,8,BINDING_CURSE,2,0.0571,4.5,0,2,7
NORMAL,MINIBOSS,HELMETS,35,8,BLAST_PROTECTION,11,0.3143,4,0,1,7
NORMAL,MINIBOSS,HELMETS,35,8,FEATHER_FALLING,2,0.0571,3.5,0,3,4
NORMAL,MINIBOSS,HELMETS,35,8,FIRE_PROTECTION,13,0.3714,3,0,1,5
NORMAL,MINIBOSS,HELMETS,35,8,LOUD_STRIKES,4,0.1143,1.0,0,1,1
NORMAL,MINIBOSS,HELMETS,35,8,MENDING,2,0.0571,2.0,0,1,3
NORMAL,MINIBOSS,HELMETS,35,8,PROJECTILE_PROTECTION,17,0.4857,3,0,1,7
NORMAL,MINIBOSS,HELMETS,35,8,PROTECTION,29,0.8286,3,2,1,7
NORMAL,MINIBOSS,HELMETS,35,8,RESPIRATION,6,0.1714,1.0,0,1,7
NORMAL,MINIBOSS,HELMETS,35,8,SHARPNESS,9,0.2571,3,0,1,5
NORMAL,MINIBOSS,HELMETS,35,8,SMITE,4,0.1143,3.0,0,2,4
NORMAL,MINIBOSS,HELMETS,35,8,THORNS,3,0.0857,2,0,1,4
NORMAL,MINIBOSS,HELMETS,35,8,UNBREAKING,16,0.4571,2.0,0,1,7
NORMAL,MINIBOSS,HELMETS,35,8,VANISHING_CURSE,1,0.0286,7,0,7,7
NORMAL,MINIBOSS,HOES,2,2,EFFICIENCY,1,0.5,3,1.5,3,3
NORMAL,MINIBOSS,HOES,2,2,MENDING,1,0.5,2,1.0,2,2
NORMAL,MINIBOSS,HOES,2,2,SHARPNESS,1,0.5,5,2.5,5,5
NORMAL,MINIBOSS,HOES,2,2,SWEEPING_EDGE,1,0.5,3,1.5,3,3
NORMAL,MINIBOSS,HOES,2,2,UNBREAKING,2,1.0,4.5,4.5,4,5
NORMAL,MINIBOSS,LEGGINGS,35,8,BANE_OF_ARTHROPODS,4,0.1143,2.5,0,2,3
NORMAL,MINIBOSS,LEGGINGS,35,8,BINDING_CURSE,1,0.0286,3,0,3,3
NORMAL,MINIBOSS,LEGGINGS,35,8,BLAST_PROTECTION,9,0.2571,3,0,2,4
NORMAL,MINIBOSS,LEGGINGS,35,8,DEPTH_STRIDER,3,0.0857,1,0,1,1
NORMAL,MINIBOSS,LEGGINGS,35,8,FEATHER_FALLING,8,0.2286,6.0,0,2,7
NORMAL,MINIBOSS,LEGGINGS,35,8,FIRE_PROTECTION,11,0.3143,3,0,1,7
NORMAL,MINIBOSS,LEGGINGS,35,8,LOUD_STRIKES,3,0.0857,1,0,1,1
NORMAL,MINIBOSS,LEGGINGS,35,8,MENDING,4,0.1143,2.5,0,1,3
NORMAL,MINIBOSS,LEGGINGS,35,8,PROJECTILE_PROTECTION,10,0.2857,2.5,0,1,7
NORMAL,MINIBOSS,LEGGINGS,35,8,PROTECTION,30,0.8571,2.0,2,1,8
NORMAL,MINIBOSS,LEGGINGS,35,8,SHARPNESS,8,0.2286,3.5,0,1,4
NORMAL,MINIBOSS,LEGGINGS,35,8,SMITE,4,0.1143,3.0,0,3,5
NORMAL,MINIBOSS,LEGGINGS,35,8,THORNS,4,0.1143,1.5,0,1,5
NORMAL,MINIBOSS,LEGGINGS,35,8,UNBREAKING,16,0.4571,2.0,0,1,7
NORMAL,MINIBOSS,LEGGINGS,35,8,VANISHING_CURSE,3,0.0857,7,0,2,7
NORMAL,MINIBOSS,MACES,2,2,BREACH,1,0.5,5,2.5,5,5
NORMAL,MINIBOSS,MACES,2,2,DENSITY,1,0.5,3,1.5,3,3
NORMAL,MINIBOSS,MACES,2,2,KNOCKBACK,1,0.5,2,1.0,2,2
NORMAL,MINIBOSS,MACES,2,2,SHARPNESS,1,0.5,5,2.5,5,5
NORMAL,MINIBOSS,MACES,2,2,UNBREAKING,2,1.0,3.0,3.0,2,4
NORMAL,MINIBOSS,MACES,2,2,WIND_BURST,1,0.5,1,0.5,1,1
NORMAL,MINIBOSS,SHIELDS,10,4,BLAST_PROTECTION,2,0.2,2.0,0.0,2,2
NORMAL,MINIBOSS,SHIELDS,10,4,LOUD_STRIKES,3,0.3,1,0.0,1,1
NORMAL,MINIBOSS,SHIELDS,10,4,MENDING,3,0.3,2,0.0,1,2
NORMAL,MINIBOSS,SHIELDS,10,4,PROJECTILE_PROTECTION,5,0.5,3,0.5,1,4
NORMAL,MINIBOSS,SHIELDS,10,4,PROTECTION,6,0.6,3.0,1.5,1,4
NORMAL,MINIBOSS,SHIELDS,10,4,SHARPNESS,1,0.1,2,0.0,2,2
NORMAL,MINIBOSS,SHIELDS,10,4,THORNS,1,0.1,4,0.0,4,4
NORMAL,MINIBOSS,SHIELDS,10,4,UNBREAKING,6,0.6,4.0,1.0,1,7
NORMAL,MINIBOSS,SHIELDS,10,4,VANISHING_CURSE,1,0.1,7,0.0,7,7
NORMAL,MINIBOSS,SPEARS,1,1,IMPALING,1,1.0,4,4,4,4
NORMAL,MINIBOSS,SPEARS,1,1,SHARPNESS,1,1.0,4,4,4,4
NORMAL,MINIBOSS,SPEARS,1,1,UNBREAKING,1,1.0,4,4,4,4
NORMAL,MINIBOSS,SWORDS,13,6,BANE_OF_ARTHROPODS,4,0.3077,3.0,0,2,7
NORMAL,MINIBOSS,SWORDS,13,6,FIRE_ASPECT,4,0.3077,1.0,0,1,1
NORMAL,MINIBOSS,SWORDS,13,6,LOUD_STRIKES,2,0.1538,1.0,0,1,1
NORMAL,MINIBOSS,SWORDS,13,6,MENDING,1,0.0769,1,0,1,1
NORMAL,MINIBOSS,SWORDS,13,6,PROJECTILE_PROTECTION,1,0.0769,3,0,3,3
NORMAL,MINIBOSS,SWORDS,13,6,PROTECTION,1,0.0769,5,0,5,5
NORMAL,MINIBOSS,SWORDS,13,6,SHARPNESS,13,1.0,3,3,1,7
NORMAL,MINIBOSS,SWORDS,13,6,SMITE,8,0.6154,3.0,2,1,7
NORMAL,MINIBOSS,SWORDS,13,6,SWEEPING_EDGE,2,0.1538,1.0,0,1,1
NORMAL,MINIBOSS,SWORDS,13,6,UNBREAKING,6,0.4615,2.0,0,1,7
NORMAL,MINIBOSS,TRIDENTS,7,5,CHANNELING,3,0.4286,3,0,1,3
NORMAL,MINIBOSS,TRIDENTS,7,5,FIRE_PROTECTION,2,0.2857,2.0,0,2,2
NORMAL,MINIBOSS,TRIDENTS,7,5,IMPALING,4,0.5714,3.5,3,3,4
NORMAL,MINIBOSS,TRIDENTS,7,5,LOUD_STRIKES,1,0.1429,1,0,1,1
NORMAL,MINIBOSS,TRIDENTS,7,5,LOYALTY,6,0.8571,2.5,2,1,7
NORMAL,MINIBOSS,TRIDENTS,7,5,RIPTIDE,3,0.4286,2,0,2,5
NORMAL,MINIBOSS,TRIDENTS,7,5,SHARPNESS,1,0.1429,2,0,2,2
NORMAL,MINIBOSS,TRIDENTS,7,5,UNBREAKING,4,0.5714,2.5,1,1,5
NORMAL,TRASH,AXES,4,2,BANE_OF_ARTHROPODS,2,0.5,2.5,0.5,1,4
NORMAL,TRASH,AXES,4,2,SHARPNESS,4,1.0,3.0,3.0,2,3
NORMAL,TRASH,AXES,4,2,SMITE,1,0.25,2,0.0,2,2
NORMAL,TRASH,AXES,4,2,UNBREAKING,1,0.25,2,0.0,2,2
NORMAL,TRASH,BOOTS,24,6,BANE_OF_ARTHROPODS,1,0.0417,2,0.0,2,2
NORMAL,TRASH,BOOTS,24,6,BLAST_PROTECTION,1,0.0417,1,0.0,1,1
NORMAL,TRASH,BOOTS,24,6,FEATHER_FALLING,2,0.0833,1.5,0.0,1,2
NORMAL,TRASH,BOOTS,24,6,FIRE_PROTECTION,1,0.0417,1,0.0,1,1
NORMAL,TRASH,BOOTS,24,6,FROST_WALKER,3,0.125,1,0.0,1,1
NORMAL,TRASH,BOOTS,24,6,LOUD_STRIKES,5,0.2083,1,0.0,1,1
NORMAL,TRASH,BOOTS,24,6,PROJECTILE_PROTECTION,6,0.25,1.0,0.0,1,2
NORMAL,TRASH,BOOTS,24,6,PROTECTION,17,0.7083,1,1.0,1,3
NORMAL,TRASH,BOOTS,24,6,SHARPNESS,10,0.4167,2.0,0.0,1,3
NORMAL,TRASH,BOOTS,24,6,SMITE,2,0.0833,1.5,0.0,1,2
NORMAL,TRASH,BOOTS,24,6,THORNS,1,0.0417,1,0.0,1,1
NORMAL,TRASH,BOOTS,24,6,UNBREAKING,7,0.2917,1,0.0,1,3
NORMAL,TRASH,BOOTS,24,6,VANISHING_CURSE,1,0.0417,1,0.0,1,1
NORMAL,TRASH,BOWS,10,4,FLAME,3,0.3,1,0.0,1,1
NORMAL,TRASH,BOWS,10,4,INFINITY,2,0.2,1.0,0.0,1,1
NORMAL,TRASH,BOWS,10,4,LOUD_STRIKES,1,0.1,1,0.0,1,1
NORMAL,TRASH,BOWS,10,4,POWER,6,0.6,1.5,1.0,1,2
NORMAL,TRASH,BOWS,10,4,SHARPNESS,3,0.3,2,0.0,1,3
NORMAL,TRASH,BOWS,10,4,SMITE,2,0.2,1.5,0.0,1,2
NORMAL,TRASH,BOWS,10,4,UNBREAKING,5,0.5,2,0.5,1,3
NORMAL,TRASH,CHESTPLATES,23,6,BANE_OF_ARTHROPODS,1,0.0435,1,0,1,1
NORMAL,TRASH,CHESTPLATES,23,6,BLAST_PROTECTION,2,0.087,1.5,0,1,2
NORMAL,TRASH,CHESTPLATES,23,6,FIRE_PROTECTION,4,0.1739,1.0,0,1,2
NORMAL,TRASH,CHESTPLATES,23,6,LOUD_STRIKES,5,0.2174,1,0,1,1
NORMAL,TRASH,CHESTPLATES,23,6,PROJECTILE_PROTECTION,5,0.2174,1,0,1,2
NORMAL,TRASH,CHESTPLATES,23,6,PROTECTION,17,0.7391,1,1,1,5
NORMAL,TRASH,CHESTPLATES,23,6,SHARPNESS,7,0.3043,2,0,2,3
NORMAL,TRASH,CHESTPLATES,23,6,SMITE,4,0.1739,2.5,0,2,3
NORMAL,TRASH,CHESTPLATES,23,6,THORNS,1,0.0435,1,0,1,1
NORMAL,TRASH,CHESTPLATES,23,6,UNBREAKING,6,0.2609,1.0,0,1,3
NORMAL,TRASH,CROSSBOWS,2,1,LOUD_STRIKES,2,1.0,1.0,1.0,1,1
NORMAL,TRASH,CROSSBOWS,2,1,PIERCING,1,0.5,1,0.5,1,1
NORMAL,TRASH,CROSSBOWS,2,1,PROTECTION,2,1.0,2.0,2.0,2,2
NORMAL,TRASH,CROSSBOWS,2,1,UNBREAKING,1,0.5,3,1.5,3,3
NORMAL,TRASH,HELMETS,23,6,BLAST_PROTECTION,3,0.1304,2,0,1,2
NORMAL,TRASH,HELMETS,23,6,FIRE_PROTECTION,1,0.0435,1,0,1,1
NORMAL,TRASH,HELMETS,23,6,LOUD_STRIKES,6,0.2609,1.0,0,1,1
NORMAL,TRASH,HELMETS,23,6,PROJECTILE_PROTECTION,6,0.2609,1.0,0,1,3
NORMAL,TRASH,HELMETS,23,6,PROTECTION,16,0.6957,1.0,1,1,3
NORMAL,TRASH,HELMETS,23,6,RESPIRATION,1,0.0435,1,0,1,1
NORMAL,TRASH,HELMETS,23,6,SHARPNESS,10,0.4348,2.0,0,1,3
NORMAL,TRASH,HELMETS,23,6,SMITE,3,0.1304,1,0,1,3
NORMAL,TRASH,HELMETS,23,6,THORNS,1,0.0435,1,0,1,1
NORMAL,TRASH,HELMETS,23,6,UNBREAKING,7,0.3043,1,0,1,2
NORMAL,TRASH,HOES,1,1,MENDING,1,1.0,1,1,1,1
NORMAL,TRASH,HOES,1,1,UNBREAKING,1,1.0,2,2,2,2
NORMAL,TRASH,LEGGINGS,24,6,BANE_OF_ARTHROPODS,1,0.0417,2,0.0,2,2
NORMAL,TRASH,LEGGINGS,24,6,BLAST_PROTECTION,5,0.2083,2,0.0,2,3
NORMAL,TRASH,LEGGINGS,24,6,DEPTH_STRIDER,1,0.0417,1,0.0,1,1
NORMAL,TRASH,LEGGINGS,24,6,FEATHER_FALLING,1,0.0417,2,0.0,2,2
NORMAL,TRASH,LEGGINGS,24,6,FIRE_PROTECTION,2,0.0833,2.5,0.0,1,4
NORMAL,TRASH,LEGGINGS,24,6,LOUD_STRIKES,8,0.3333,1.0,0.0,1,1
NORMAL,TRASH,LEGGINGS,24,6,PROJECTILE_PROTECTION,7,0.2917,1,0.0,1,2
NORMAL,TRASH,LEGGINGS,24,6,PROTECTION,19,0.7917,2,1.0,1,3
NORMAL,TRASH,LEGGINGS,24,6,SHARPNESS,5,0.2083,2,0.0,1,3
NORMAL,TRASH,LEGGINGS,24,6,SMITE,2,0.0833,2.0,0.0,2,2
NORMAL,TRASH,LEGGINGS,24,6,THORNS,1,0.0417,1,0.0,1,1
NORMAL,TRASH,LEGGINGS,24,6,UNBREAKING,6,0.25,1.0,0.0,1,2
NORMAL,TRASH,SHIELDS,8,4,BLAST_PROTECTION,1,0.125,1,0.0,1,1
NORMAL,TRASH,SHIELDS,8,4,LOUD_STRIKES,4,0.5,1.0,0.5,1,1
NORMAL,TRASH,SHIELDS,8,4,PROJECTILE_PROTECTION,2,0.25,1.5,0.0,1,2
NORMAL,TRASH,SHIELDS,8,4,PROTECTION,6,0.75,2.0,1.5,1,2
NORMAL,TRASH,SHIELDS,8,4,UNBREAKING,4,0.5,1.5,0.5,1,3
NORMAL,TRASH,SWORDS,14,5,BANE_OF_ARTHROPODS,1,0.0714,1,0.0,1,1
NORMAL,TRASH,SWORDS,14,5,FIRE_ASPECT,3,0.2143,1,0.0,1,1
NORMAL,TRASH,SWORDS,14,5,LOUD_STRIKES,1,0.0714,1,0.0,1,1
NORMAL,TRASH,SWORDS,14,5,SHARPNESS,14,1.0,2.0,2.0,1,4
NORMAL,TRASH,SWORDS,14,5,SMITE,6,0.4286,1.5,0.0,1,2
NORMAL,TRASH,SWORDS,14,5,SWEEPING_EDGE,3,0.2143,1,0.0,1,2
NORMAL,TRASH,SWORDS,14,5,UNBREAKING,5,0.3571,1,0.0,1,2
